buggy_code,fixer_code
"try {
if (event_sync_required_) {
at::cuda::CUDAGuard device_guard(device_.index());
      cudaEventDestroy(event_);
if(!CudaIPCGlobalEntities::alive) {
return;
}
","try {
if (event_sync_required_) {
at::cuda::CUDAGuard device_guard(device_.index());
      C10_CUDA_CHECK(cudaEventDestroy(event_));
if(!CudaIPCGlobalEntities::alive) {
return;
}
"
"if (comms) {
for(const auto i : c10::irange(ndevices)) {
int dummy_var;
        if (cudaGetDevice(&dummy_var) != cudaSuccess) {
/* there are cases when this destructor is called after the
CUDA driver is already unloaded from the process.
In these cases, skip ncclCommDestroy */
","if (comms) {
for(const auto i : c10::irange(ndevices)) {
int dummy_var;
        if (C10_CUDA_ERROR_HANDLED(cudaGetDevice(&dummy_var)) != cudaSuccess) {
/* there are cases when this destructor is called after the
CUDA driver is already unloaded from the process.
In these cases, skip ncclCommDestroy */
"
"c10::cuda::CUDAGuard guard(device);
size_t device_free = 0;
size_t device_total = 0;
    cudaMemGetInfo(&device_free, &device_total);
return {device_free, device_total};
});
}
","c10::cuda::CUDAGuard guard(device);
size_t device_free = 0;
size_t device_total = 0;
    C10_CUDA_CHECK(cudaMemGetInfo(&device_free, &device_total));
return {device_free, device_total};
});
}
"
"s_ipc_event_handle.c_str());
// NOLINTNEXTLINE(cppcoreguidelines-init-variables)
cudaEvent_t event;
    cudaIpcOpenEventHandle(&event, *ipc_event_handle);
AT_CUDA_CHECK(
cudaStreamWaitEvent(c10::cuda::getCurrentCUDAStream(device), event, 0));
}
","s_ipc_event_handle.c_str());
// NOLINTNEXTLINE(cppcoreguidelines-init-variables)
cudaEvent_t event;
    AT_CUDA_CHECK(cudaIpcOpenEventHandle(&event, *ipc_event_handle));
AT_CUDA_CHECK(
cudaStreamWaitEvent(c10::cuda::getCurrentCUDAStream(device), event, 0));
}
"
"if (!pctx) {
std::unique_lock<std::mutex> cudaFreeMutexLock(
*(c10::cuda::CUDACachingAllocator::getFreeMutex()));
    cudaFree(nullptr);
}
}
","if (!pctx) {
std::unique_lock<std::mutex> cudaFreeMutexLock(
*(c10::cuda::CUDACachingAllocator::getFreeMutex()));
    C10_CUDA_CHECK(cudaFree(nullptr));
}
}
"
"namespace impl {
namespace {
static inline void cudaCheck(cudaError_t result, const char * file, int line) {
if(result != cudaSuccess) {
std::stringstream ss;
ss << file << "":"" << line << "": "";
","namespace impl {
namespace {
static inline void torch_cuda_check_impl(cudaError_t result, const char * file, int line) {
if(result != cudaSuccess) {
std::stringstream ss;
ss << file << "":"" << line << "": "";
"
"throw std::runtime_error(ss.str());
}
}
#define TORCH_CUDA_CHECK(result) cudaCheck(result,__FILE__,__LINE__);
struct CUDAMethods : public CUDAStubs {
void record(int* device, CUDAEventStub* event, int64_t* cpu_ns) const override {
","throw std::runtime_error(ss.str());
}
}
#define TORCH_CUDA_CHECK(result) torch_cuda_check_impl(result,__FILE__,__LINE__);
struct CUDAMethods : public CUDAStubs {
void record(int* device, CUDAEventStub* event, int64_t* cpu_ns) const override {
"
"if (at::cuda::currentStreamCaptureStatusMayInitCtx() ==
at::cuda::CaptureStatus::None) {
#endif
    return cudaMalloc(p, size);
#if defined(CUDA_VERSION) && CUDA_VERSION >= 11000
} else {
// It's ok to capture cudaMallocs, as long as we never cudaFree those
","if (at::cuda::currentStreamCaptureStatusMayInitCtx() ==
at::cuda::CaptureStatus::None) {
#endif
    return C10_CUDA_ERROR_HANDLED(cudaMalloc(p, size));
#if defined(CUDA_VERSION) && CUDA_VERSION >= 11000
} else {
// It's ok to capture cudaMallocs, as long as we never cudaFree those
"
"// Capturing cudaMalloc behaves nicely: it gives the graph new VA,
// but is ignored (won't leakily allocate new memory) in replays.
at::cuda::CUDAStreamCaptureModeGuard g{cudaStreamCaptureModeRelaxed};
    return cudaMalloc(p, size);
}
#endif
}
","// Capturing cudaMalloc behaves nicely: it gives the graph new VA,
// but is ignored (won't leakily allocate new memory) in replays.
at::cuda::CUDAStreamCaptureModeGuard g{cudaStreamCaptureModeRelaxed};
    return C10_CUDA_ERROR_HANDLED(cudaMalloc(p, size));
}
#endif
}
"
"if (*largest ==
0) { // make an initial guess if a zero *largest is passed in
size_t tmp_bytes;
      cudaMemGetInfo(
largest, // Use free memory as an optimistic initial guess of *largest
          &tmp_bytes);
}
cache_info_aux(large_blocks, total, largest);
cache_info_aux(small_blocks, total, largest);
","if (*largest ==
0) { // make an initial guess if a zero *largest is passed in
size_t tmp_bytes;
      C10_CUDA_CHECK(cudaMemGetInfo(
largest, // Use free memory as an optimistic initial guess of *largest
          &tmp_bytes));
}
cache_info_aux(large_blocks, total, largest);
cache_info_aux(small_blocks, total, largest);
"
"cudaEvent_t event = e.first;
Block* block = e.second;
        cudaError_t err = cudaEventQuery(event);
if (err == cudaErrorNotReady) {
// ignore and clear the error if not ready
cudaGetLastError();
","cudaEvent_t event = e.first;
Block* block = e.second;
        cudaError_t err = C10_CUDA_ERROR_HANDLED(cudaEventQuery(event));
if (err == cudaErrorNotReady) {
// ignore and clear the error if not ready
cudaGetLastError();
"
"fraction,
"". Please set within (0, 1)."");
int activated_device;
    cudaGetDevice(&activated_device);
if (activated_device != device) {
      cudaSetDevice(device);
}
device_allocator[device]->setMemoryFraction(fraction);
}
","fraction,
"". Please set within (0, 1)."");
int activated_device;
    C10_CUDA_CHECK(cudaGetDevice(&activated_device));
if (activated_device != device) {
      C10_CUDA_CHECK(cudaSetDevice(device));
}
device_allocator[device]->setMemoryFraction(fraction);
}
"
"X_->data_ptr<scalar_t>(),
CUSPARSE_SOLVE_POLICY_NO_LEVEL,
work_data.get());
});
if (!X.is_same(*X_)) {
X.copy_(*X_);
","X_->data_ptr<scalar_t>(),
CUSPARSE_SOLVE_POLICY_NO_LEVEL,
work_data.get());

        bsrsv2_bsrsm2_may_need_to_sync();
});
if (!X.is_same(*X_)) {
X.copy_(*X_);
"
"}
Tensor ravel(const Tensor& self) {
  return self.reshape(-1);
}
static inline void handle_unflatten_exception(const std::runtime_error &e,
","}
Tensor ravel(const Tensor& self) {
  return self.contiguous().view(-1);
}
static inline void handle_unflatten_exception(const std::runtime_error &e,
"
"} else {
facebook::jni::throwNewJavaException(
facebook::jni::gJavaLangIllegalArgumentException,
          ""at::Tensor scalar type is not supported on java side"");
}
const auto& tensorShape = tensor.sizes();
","} else {
facebook::jni::throwNewJavaException(
facebook::jni::gJavaLangIllegalArgumentException,
          ""at::Tensor scalar type %s is not supported on java side"",
          c10::toString(scalarType));
}
const auto& tensorShape = tensor.sizes();
"
"mobile::serialization::Module* module,
ExtraFilesMap& extra_files) {
auto extra_files_offsets = module->extra_files();
  parseExtraFilesFromVector(module->extra_files(), &extra_files);
}
mobile::Module FlatbufferLoader::parseModule(
","mobile::serialization::Module* module,
ExtraFilesMap& extra_files) {
auto extra_files_offsets = module->extra_files();
  parseExtraFilesFromVector(extra_files_offsets, &extra_files);
}
mobile::Module FlatbufferLoader::parseModule(
"
"// included in AFTER, so it is included in the negation (and that's
// correct: we want to exclude Python key and everything BEFORE it.)
);
  return PyObject_Call(func, py_args.ptr(), kwargs);
END_HANDLE_TH_ERRORS
}
","// included in AFTER, so it is included in the negation (and that's
// correct: we want to exclude Python key and everything BEFORE it.)
);
  auto r = PyObject_Call(func, py_args.ptr(), kwargs);
  if (r == nullptr) throw python_error();
  return r;
END_HANDLE_TH_ERRORS
}
"
"TORCH_CHECK(maxnorm.toDouble() >= 0.0,
""renorm: expected maxnorm to be >= 0 but got "", maxnorm.toDouble());
const auto ndim = self.dim();
  TORCH_CHECK(ndim > 1, ""renorm: input needs at least 2 dimensions, got "", ndim, ""dimensions"");
set_output(self.sizes(), self.options());
}
","TORCH_CHECK(maxnorm.toDouble() >= 0.0,
""renorm: expected maxnorm to be >= 0 but got "", maxnorm.toDouble());
const auto ndim = self.dim();
  TORCH_CHECK(ndim > 1, ""renorm: input needs at least 2 dimensions, got "", ndim, "" dimensions"");
set_output(self.sizes(), self.options());
}
"
"payloadStart = payloadSection->start;
customLoader = s.customLoader;
size = payloadSection->len;
      TORCH_CHECK(payloadSection.has_value(), ""Missing the payload section"");
break;
}
}
","payloadStart = payloadSection->start;
customLoader = s.customLoader;
size = payloadSection->len;
      MULTIPY_CHECK(payloadSection.has_value(), ""Missing the payload section"");
break;
}
}
"
"shdrList_ = (Elf64_Shdr*)(fileData + ehdr_->e_shoff);
auto strtabSecNo = ehdr_->e_shstrndx;
  TORCH_CHECK(
strtabSecNo >= 0 && strtabSecNo < numSections_,
""e_shstrndx out of range"");
","shdrList_ = (Elf64_Shdr*)(fileData + ehdr_->e_shoff);
auto strtabSecNo = ehdr_->e_shstrndx;
  MULTIPY_CHECK(
strtabSecNo >= 0 && strtabSecNo < numSections_,
""e_shstrndx out of range"");
"
"}
at::optional<Section> ElfFile::findSection(const char* name) const {
  TORCH_CHECK(name != nullptr, ""Null name"");
at::optional<Section> found = at::nullopt;
for (const auto& section : sections_) {
if (strcmp(name, section.name) == 0) {
","}
at::optional<Section> ElfFile::findSection(const char* name) const {
  MULTIPY_CHECK(name != nullptr, ""Null name"");
at::optional<Section> found = at::nullopt;
for (const auto& section : sections_) {
if (strcmp(name, section.name) == 0) {
"
"}
void XarEnvironment::setupPythonApp() {
  TORCH_CHECK(
!alreadySetupPythonApp_,
""Already setup the python application. It should only been done once!"");
","}
void XarEnvironment::setupPythonApp() {
  MULTIPY_CHECK(
!alreadySetupPythonApp_,
""Already setup the python application. It should only been done once!"");
"
"xnn_operator_t xnnp_op = nullptr;
// Update the input scale so we may cache the op
    this->input_scale = input_scale;
// create an empty tensor for packing the weights
const at::Tensor weight_contig =
","xnn_operator_t xnnp_op = nullptr;
// Update the input scale so we may cache the op
    input_scale = act_input_scale;
// create an empty tensor for packing the weights
const at::Tensor weight_contig =
"
"vec_conv.emplace_back(FusionBehavior::DYNAMIC, pair.second);
} else {
TORCH_INTERNAL_ASSERT(
""FusionBehavior only supported 'STATIC' or 'DYNAMIC', got: "",
pair.first);
}
","vec_conv.emplace_back(FusionBehavior::DYNAMIC, pair.second);
} else {
TORCH_INTERNAL_ASSERT(
                    false,
""FusionBehavior only supported 'STATIC' or 'DYNAMIC', got: "",
pair.first);
}
"
"}
return [](ProcessedNode* p_node) {
const auto inputs = p_node->Input(0).toTensorVector();
const auto dim = p_node->Input(1).toInt();
if (p_node->Output(0).isNone()) {
p_node->Output(0) = at::native::_stack_cpu(inputs, dim);
","}
return [](ProcessedNode* p_node) {
const auto inputs = p_node->Input(0).toTensorVector();
    TORCH_CHECK(inputs.size() > 0, ""stack expects non-empty tensor list"");
const auto dim = p_node->Input(1).toInt();
if (p_node->Output(0).isNone()) {
p_node->Output(0) = at::native::_stack_cpu(inputs, dim);
"
"return torch::utils::indexing_tensor_from_data(options, kLong, c10::nullopt, seq);
}
static inline Variable valueToTensor(c10::TensorOptions options, PyObject* value, const at::Device& device) {
if (THPVariable_Check(value)) {
return THPVariable_Unpack(value);
}
","return torch::utils::indexing_tensor_from_data(options, kLong, c10::nullopt, seq);
}
inline Variable valueToTensor(c10::TensorOptions options, PyObject* value, const at::Device& device) {
if (THPVariable_Check(value)) {
return THPVariable_Unpack(value);
}
"
"if (!is_root_block_ || C10_UNLIKELY(!schema)) {
TORCH_CHECK(
kwargs.empty(), ""Schema is not available, but BlockRunner got kwargs."");
for (size_t i = 0; i < args.size(); ++i) {
set_arg(i, std::forward<IValueList>(args));
}
","if (!is_root_block_ || C10_UNLIKELY(!schema)) {
TORCH_CHECK(
kwargs.empty(), ""Schema is not available, but BlockRunner got kwargs."");

    const auto total_num_inputs = args.size() + first_input_is_self_;
    TORCH_CHECK(total_num_inputs == block_info_.num_inputs());

for (size_t i = 0; i < args.size(); ++i) {
set_arg(i, std::forward<IValueList>(args));
}
"
"namespace torch {
static thread_local bool enable_torch_function = true;
PyObject* disabled_torch_function = nullptr;
bool torch_function_enabled() {
return enable_torch_function;
","namespace torch {
static thread_local bool enable_torch_function = true;
PyObject* disabled_torch_function = nullptr;
  PyObject* disabled_torch_dispatch = nullptr;
bool torch_function_enabled() {
return enable_torch_function;
"
"// Create output tensor data structure to pass into allgather.
std::vector<std::vector<at::Tensor>> output_tensors;
output_tensors.reserve(tensors_to_verify.size());
    for (auto& tensor_shape : tensors_to_verify) {
std::vector<at::Tensor> outputs;
outputs.reserve(pg->getSize());
for (const auto i : c10::irange(pg->getSize())) {
        (void)i; //Suppress unused variable warning
outputs.emplace_back(at::zeros_like(tensor_shape));
}
output_tensors.emplace_back(outputs);
","// Create output tensor data structure to pass into allgather.
std::vector<std::vector<at::Tensor>> output_tensors;
output_tensors.reserve(tensors_to_verify.size());
    for (const auto& tensor_shape : tensors_to_verify) {
std::vector<at::Tensor> outputs;
outputs.reserve(pg->getSize());
for (const auto i : c10::irange(pg->getSize())) {
        (void)i;  // Suppress unused variable warning
outputs.emplace_back(at::zeros_like(tensor_shape));
}
output_tensors.emplace_back(outputs);
"
"std::vector<std::string> dtype_strs;
std::vector<std::string> device_type_strs;
for (const auto& tensor_dtype : collective_fingerprint.tensor_dtypes_) {
      dtype_strs.push_back(
c10::toString(static_cast<at::ScalarType>(tensor_dtype)));
}
for (const auto& tensor_device_type :
collective_fingerprint.tensor_device_types_) {
      device_type_strs.push_back(
c10::toString(static_cast<at::DeviceType>(tensor_device_type)));
}
","std::vector<std::string> dtype_strs;
std::vector<std::string> device_type_strs;
for (const auto& tensor_dtype : collective_fingerprint.tensor_dtypes_) {
      dtype_strs.emplace_back(
c10::toString(static_cast<at::ScalarType>(tensor_dtype)));
}
for (const auto& tensor_device_type :
collective_fingerprint.tensor_device_types_) {
      device_type_strs.emplace_back(
c10::toString(static_cast<at::DeviceType>(tensor_device_type)));
}
"
"return per_bucket_variable_indices;
}
std::vector<int> Logger::get_bucket_sizes() {
  std::vector<int> bucket_sizes;
for (const auto& bucket : reducer_->buckets_) {
const auto& variables = bucket.variables;
    int bucket_size = 0;
for (const auto& v : variables) {
bucket_size += v.numel() * v.element_size();
}
","return per_bucket_variable_indices;
}
std::vector<int64_t> Logger::get_bucket_sizes() {
  std::vector<int64_t> bucket_sizes;
for (const auto& bucket : reducer_->buckets_) {
const auto& variables = bucket.variables;
    int64_t bucket_size = 0;
for (const auto& v : variables) {
bucket_size += v.numel() * v.element_size();
}
"
"// composite key of a tensor's type identifier and its device.
struct BucketKey {
BucketKey(c10::ScalarType type, c10::Device device)
      : type(std::move(type)), device(std::move(device)) {}
const c10::ScalarType type;
const c10::Device device;
","// composite key of a tensor's type identifier and its device.
struct BucketKey {
BucketKey(c10::ScalarType type, c10::Device device)
      : type(type), device(device) {}
const c10::ScalarType type;
const c10::Device device;
"
"}
struct ParserImpl {
  explicit ParserImpl(const std::shared_ptr<SourceView>& source)
: L(source), shared(sharedParserData()) {}
Ident parseIdent() {
","}
struct ParserImpl {
  explicit ParserImpl(const std::shared_ptr<Source>& source)
: L(source), shared(sharedParserData()) {}
Ident parseIdent() {
"
"// expression and base type names.
if (resolver_) {
if (auto typePtr =
            resolver_->resolveType(expr.range().text(), expr.range())) {
return typePtr;
}
}
","// expression and base type names.
if (resolver_) {
if (auto typePtr =
            resolver_->resolveType(expr.range().text().str(), expr.range())) {
return typePtr;
}
}
"
"return;
}
  c10::string_view str = source_view_->text();
if (size() == str.size()) {
// this is just the entire file, not a subset, so print it out.
// primarily used to print out python stack traces
","return;
}
  auto str = source_view_->text_str().str();
if (size() == str.size()) {
// this is just the entire file, not a subset, so print it out.
// primarily used to print out python stack traces
"
"line_end = start();
while (line_start < range_end) {
// move line_end to end of line
      while (str[line_end] != '\n' && line_end < str.size()) {
}
// print line of code
","line_end = start();
while (line_start < range_end) {
// move line_end to end of line
      while (line_end < str.size() && str[line_end] != '\n') {
+line_end;
}
// print line of code
"
"const auto source_n = n->sourceRange().source();
const auto source_m = m->sourceRange().source();
return (
      (source_n->text() == source_m->text()) &&
(source_n->starting_line_no() == source_m->starting_line_no()));
}
","const auto source_n = n->sourceRange().source();
const auto source_m = m->sourceRange().source();
return (
      (source_n->text_str() == source_m->text_str()) &&
(source_n->starting_line_no() == source_m->starting_line_no()));
}
"
"size_t size)
: data(std::move(data)),
size(size),
      deserializer(new SourceRangeDeserializer()),
unpickled_records(nullptr) {}
void ConcreteSourceRangeUnpickler::unpickle() {
","size_t size)
: data(std::move(data)),
size(size),
      deserializer(nullptr),
unpickled_records(nullptr) {}
void ConcreteSourceRangeUnpickler::unpickle() {
"
"}
Tensor& normal_meta_(Tensor& self, double mean, double std, c10::optional<Generator> gen) {
  TORCH_CHECK(std > 0.0, ""normal_ expects std > 0.0, but found std="", std);  // TODO: dedupe
return self;
}
","}
Tensor& normal_meta_(Tensor& self, double mean, double std, c10::optional<Generator> gen) {
  TORCH_CHECK(std >= 0.0, ""normal_ expects std >= 0.0, but found std="", std);  // TODO: dedupe
return self;
}
"
"// Create output tensor data structure to pass into allgather.
std::vector<std::vector<at::Tensor>> output_tensors;
output_tensors.reserve(tensors_to_verify.size());
    for (const auto& tensor_shape : tensors_to_verify) {
std::vector<at::Tensor> outputs;
outputs.reserve(pg->getSize());
for (const auto i : c10::irange(pg->getSize())) {
        (void)i;  // Suppress unused variable warning
outputs.emplace_back(at::zeros_like(tensor_shape));
}
output_tensors.emplace_back(outputs);
","// Create output tensor data structure to pass into allgather.
std::vector<std::vector<at::Tensor>> output_tensors;
output_tensors.reserve(tensors_to_verify.size());
    for (auto& tensor_shape : tensors_to_verify) {
std::vector<at::Tensor> outputs;
outputs.reserve(pg->getSize());
for (const auto i : c10::irange(pg->getSize())) {
        (void)i; //Suppress unused variable warning
outputs.emplace_back(at::zeros_like(tensor_shape));
}
output_tensors.emplace_back(outputs);
"
"std::vector<std::string> dtype_strs;
std::vector<std::string> device_type_strs;
for (const auto& tensor_dtype : collective_fingerprint.tensor_dtypes_) {
      dtype_strs.emplace_back(
c10::toString(static_cast<at::ScalarType>(tensor_dtype)));
}
for (const auto& tensor_device_type :
collective_fingerprint.tensor_device_types_) {
      device_type_strs.emplace_back(
c10::toString(static_cast<at::DeviceType>(tensor_device_type)));
}
","std::vector<std::string> dtype_strs;
std::vector<std::string> device_type_strs;
for (const auto& tensor_dtype : collective_fingerprint.tensor_dtypes_) {
      dtype_strs.push_back(
c10::toString(static_cast<at::ScalarType>(tensor_dtype)));
}
for (const auto& tensor_device_type :
collective_fingerprint.tensor_device_types_) {
      device_type_strs.push_back(
c10::toString(static_cast<at::DeviceType>(tensor_device_type)));
}
"
"}
// Use median of three for pivot choice
    P = (L + R) >> 1;
swap_fn(P, L + 1);
if (gt_or_nan(arr[L + 1], arr[R])) {
swap_fn(L + 1, R);
","}
// Use median of three for pivot choice
    P = L + (R - L) / 2;
swap_fn(P, L + 1);
if (gt_or_nan(arr[L + 1], arr[R])) {
swap_fn(L + 1, R);
"
"// expression and base type names.
if (resolver_) {
if (auto typePtr =
            resolver_->resolveType(expr.range().text().str(), expr.range())) {
return typePtr;
}
}
","// expression and base type names.
if (resolver_) {
if (auto typePtr =
            resolver_->resolveType(expr.range().text(), expr.range())) {
return typePtr;
}
}
"
"return;
}
  auto str = source_view_->text_str().str();
if (size() == str.size()) {
// this is just the entire file, not a subset, so print it out.
// primarily used to print out python stack traces
","return;
}
  c10::string_view str = source_view_->text();
if (size() == str.size()) {
// this is just the entire file, not a subset, so print it out.
// primarily used to print out python stack traces
"
"line_end = start();
while (line_start < range_end) {
// move line_end to end of line
      while (line_end < str.size() && str[line_end] != '\n') {
}
// print line of code
","line_end = start();
while (line_start < range_end) {
// move line_end to end of line
      while (str[line_end] != '\n' && line_end < str.size()) {
+line_end;
}
// print line of code
"
"if (tup_elems.size() == 3) {
int64_t debug_handle = tup_elems[kSourceRangeTagIndex].toInt();
auto source_range =
              deserializer->deserialize(tup_elems[kSourceRangeIndex]);
source_range_map.emplace(debug_handle, std::move(source_range));
}
}
","if (tup_elems.size() == 3) {
int64_t debug_handle = tup_elems[kSourceRangeTagIndex].toInt();
auto source_range =
              deserializer.deserialize(tup_elems[kSourceRangeIndex]);
source_range_map.emplace(debug_handle, std::move(source_range));
}
}
"
"const auto source_n = n->sourceRange().source();
const auto source_m = m->sourceRange().source();
return (
      (source_n->text_str() == source_m->text_str()) &&
(source_n->starting_line_no() == source_m->starting_line_no()));
}
","const auto source_n = n->sourceRange().source();
const auto source_m = m->sourceRange().source();
return (
      (source_n->text() == source_m->text()) &&
(source_n->starting_line_no() == source_m->starting_line_no()));
}
"
"return SourceRange(self.source_, start, end);
})
.def_property_readonly(""source"", [](const SourceRangeFactory& self) {
        auto text_view = self.source_->text_str().str();
        return text_view;
});
py::class_<TreeView>(m, ""TreeView"")
","return SourceRange(self.source_, start, end);
})
.def_property_readonly(""source"", [](const SourceRangeFactory& self) {
        auto text_view = self.source_->text();
        std::string text(text_view.begin(), text_view.end());
        return text;
});
py::class_<TreeView>(m, ""TreeView"")
"
"return static_cast<int64_t>((*self)->starting_line_no());
})
.def(""text"", [](const c10::intrusive_ptr<SourceRef>& self) {
        return (*self)->text_str().str();
});
torch::class_<InstructionStats>(""profiling"", ""InstructionStats"")
","return static_cast<int64_t>((*self)->starting_line_no());
})
.def(""text"", [](const c10::intrusive_ptr<SourceRef>& self) {
        return (*self)->text();
});
torch::class_<InstructionStats>(""profiling"", ""InstructionStats"")
"
"size_t size)
: data(std::move(data)),
size(size),
      deserializer(nullptr),
unpickled_records(nullptr) {}
void ConcreteSourceRangeUnpickler::unpickle() {
","size_t size)
: data(std::move(data)),
size(size),
      deserializer(new SourceRangeDeserializer()),
unpickled_records(nullptr) {}
void ConcreteSourceRangeUnpickler::unpickle() {
"
"}
struct ParserImpl {
  explicit ParserImpl(const std::shared_ptr<SourceView>& source)
: L(source), shared(sharedParserData()) {}
Ident parseIdent() {
","}
struct ParserImpl {
  explicit ParserImpl(const std::shared_ptr<Source>& source)
: L(source), shared(sharedParserData()) {}
Ident parseIdent() {
"
"SharedParserData& shared;
};
Parser::Parser(const std::shared_ptr<SourceView>& src)
: pImpl(new ParserImpl(src)) {}
Parser::~Parser() = default;
","SharedParserData& shared;
};
Parser::Parser(const std::shared_ptr<Source>& src)
: pImpl(new ParserImpl(src)) {}
Parser::~Parser() = default;
"
"return;
}
  c10::string_view str = source_view_->text();
if (size() == str.size()) {
// this is just the entire file, not a subset, so print it out.
// primarily used to print out python stack traces
","return;
}
  auto str = source_view_->text_str().str();
if (size() == str.size()) {
// this is just the entire file, not a subset, so print it out.
// primarily used to print out python stack traces
"
"line_end = start();
while (line_start < range_end) {
// move line_end to end of line
      while (str[line_end] != '\n' && line_end < str.size()) {
}
// print line of code
","line_end = start();
while (line_start < range_end) {
// move line_end to end of line
      while (line_end < str.size() && str[line_end] != '\n') {
+line_end;
}
// print line of code
"
"const auto source_n = n->sourceRange().source();
const auto source_m = m->sourceRange().source();
return (
      (source_n->text() == source_m->text()) &&
(source_n->starting_line_no() == source_m->starting_line_no()));
}
","const auto source_n = n->sourceRange().source();
const auto source_m = m->sourceRange().source();
return (
      (source_n->text_str() == source_m->text_str()) &&
(source_n->starting_line_no() == source_m->starting_line_no()));
}
"
"return SourceRange(self.source_, start, end);
})
.def_property_readonly(""source"", [](const SourceRangeFactory& self) {
        auto text_view = self.source_->text();
        std::string text(text_view.begin(), text_view.end());
        return text;
});
py::class_<TreeView>(m, ""TreeView"")
","return SourceRange(self.source_, start, end);
})
.def_property_readonly(""source"", [](const SourceRangeFactory& self) {
        auto text_view = self.source_->text_str().str();
        return text_view;
});
py::class_<TreeView>(m, ""TreeView"")
"
"return static_cast<int64_t>((*self)->starting_line_no());
})
.def(""text"", [](const c10::intrusive_ptr<SourceRef>& self) {
        return (*self)->text();
});
torch::class_<InstructionStats>(""profiling"", ""InstructionStats"")
","return static_cast<int64_t>((*self)->starting_line_no());
})
.def(""text"", [](const c10::intrusive_ptr<SourceRef>& self) {
        return (*self)->text_str().str();
});
torch::class_<InstructionStats>(""profiling"", ""InstructionStats"")
"
"return export_prefix + path + ""."" + kExportSuffix;
}
std::shared_ptr<SourceView> findSourceInArchiveFromQualifier(
caffe2::serialize::PyTorchStreamReader& reader,
const std::string& export_prefix,
const std::string& qualifier) {
","return export_prefix + path + ""."" + kExportSuffix;
}
std::shared_ptr<Source> findSourceInArchiveFromQualifier(
caffe2::serialize::PyTorchStreamReader& reader,
const std::string& export_prefix,
const std::string& qualifier) {
"
"return;
}
loaded_sources_.insert(qualifier);
  std::shared_ptr<SourceView> src = source_loader_(qualifier);
// The importer, when looking for classes/functions doesn't know if 'foo'
// contains definitions or if it is a prefix of 'foo.bar', we only figure it
","return;
}
loaded_sources_.insert(qualifier);
  std::shared_ptr<Source> src = source_loader_(qualifier);
// The importer, when looking for classes/functions doesn't know if 'foo'
// contains definitions or if it is a prefix of 'foo.bar', we only figure it
"
"size_t size)
: data(std::move(data)),
size(size),
      deserializer(new SourceRangeDeserializer()),
unpickled_records(nullptr) {}
void ConcreteSourceRangeUnpickler::unpickle() {
","size_t size)
: data(std::move(data)),
size(size),
      deserializer(nullptr),
unpickled_records(nullptr) {}
void ConcreteSourceRangeUnpickler::unpickle() {
"
"// Retry if the server is not yet listening or if its backlog is exhausted.
if (err == std::errc::connection_refused || err == std::errc::connection_reset) {
      C10D_WARNING(""The server socket on {} is not yet listening {}, will retry."", addr, err);
if (Clock::now() < deadline_ - delay_duration_) {
// Wait a little to avoid choking the server.
","// Retry if the server is not yet listening or if its backlog is exhausted.
if (err == std::errc::connection_refused || err == std::errc::connection_reset) {
      C10D_TRACE(""The server socket on {} is not yet listening {}, will retry."", addr, err);
if (Clock::now() < deadline_ - delay_duration_) {
// Wait a little to avoid choking the server.
"
"{
auto qengines = at::globalContext().supportedQEngines();
auto list = THPObjectPtr(PyList_New(qengines.size()));
for (const auto i : c10::irange(qengines.size())) {
PyObject *i64 = THPUtils_packInt64(static_cast<int>(qengines[i]));
    if (!i64) {
      throw python_error();
    }
PyList_SET_ITEM(list.get(), i, i64);
}
return list.release();
","{
auto qengines = at::globalContext().supportedQEngines();
auto list = THPObjectPtr(PyList_New(qengines.size()));
  if (!list) return nullptr;
for (const auto i : c10::irange(qengines.size())) {
PyObject *i64 = THPUtils_packInt64(static_cast<int>(qengines[i]));
    if (!i64) return nullptr;
PyList_SET_ITEM(list.get(), i, i64);
}
return list.release();
"
"});
auto q_k_v_s =
at::native::split(q_k_v.view({3 * B, num_head, T, dim_per_head}), B, 0);
return std::make_tuple(q_k_v_s[0], q_k_v_s[1], q_k_v_s[2]);
}
","});
auto q_k_v_s =
at::native::split(q_k_v.view({3 * B, num_head, T, dim_per_head}), B, 0);
  TORCH_INTERNAL_ASSERT_DEBUG_ONLY(q_k_v_s.size() == 3);
return std::make_tuple(q_k_v_s[0], q_k_v_s[1], q_k_v_s[2]);
}
"
"if (bag_size.defined()) {
bag_size_data = bag_size.data_ptr<index_t>();
}
auto src_stride0 = src.strides()[0];
auto src_stride1 = src.strides()[1];
auto output_stride0 = output.strides()[0];
","if (bag_size.defined()) {
bag_size_data = bag_size.data_ptr<index_t>();
}
    auto vocab_size = src.size(0);
auto src_stride0 = src.strides()[0];
auto src_stride1 = src.strides()[1];
auto output_stride0 = output.strides()[0];
"
"bag_size_data = bag_size.data_ptr<index_t>();
}
auto numel = add_indices.numel();
  int64_t ddim = src.sizes()[1];
auto src_stride0 = src.strides()[0];
auto src_stride1 = src.strides()[1];
auto output_stride0 = output.strides()[0];
","bag_size_data = bag_size.data_ptr<index_t>();
}
auto numel = add_indices.numel();
  int64_t ddim = src.size(1);
  auto vocab_size = src.size(0);
auto src_stride0 = src.strides()[0];
auto src_stride1 = src.strides()[1];
auto output_stride0 = output.strides()[0];
"
